27664,58
27873,209
27935,62
27951,16
28018,67
28031,13
28042,11
28134,92
28240,106
28241,1
28242,1
28243,1
28245,2
28249,4
28252,3
28253,1
28256,3
28257,1
28273,16
28275,2
28276,1
28279,3
28281,2
28295,14
28297,2
28306,9
28453,147
28456,3
28458,2
28459,1
28474,15
28475,1
28476,1
28587,111
28604,17
28739,135
28746,7
28817,71
28857,40
29017,160
29101,84
29344,243
29363,19
29404,41
29451,47
29510,59
29659,149
29730,71
29733,3
29786,53
29902,116
29905,3
29993,88
30208,215
30264,56
30449,185
30452,3
30510,58
30523,13
30525,2
30542,17
30656,114
30772,116
30953,181
31225,272
31291,66
31406,115
31456,50
31510,54
31745,235
31748,3
31761,13
31764,3
32071,307
32206,135
32239,33
32347,108
32451,104
32542,91
32547,5
32692,145
32693,1
32710,17
32755,45
32791,36
32876,85
33109,233
33330,221
33333,3
33422,89
33638,216
33691,53
33700,9
33710,10
33716,6
33718,2
33723,5
33729,6
33841,112
33849,8
33863,14
33868,5
33944,76
34028,84
34039,11
34046,7
34379,333
34516,137
34711,195
34727,16
34743,16
35119,376
35202,83
35384,182
35492,108
35508,16
35517,9
35640,123
35926,286
35981,55
36452,471
36553,101
36707,154
36883,176
36943,60
37005,62
37015,10
37019,4
37080,61
37105,25
37343,238
37435,92
37439,4
37447,8
37453,6
37457,4
37460,3
37750,290
37782,32
37783,1
38032,249
38039,7
38172,133
38307,135
38364,57
38373,9
38433,60
38601,168
38693,92
38698,5
38702,4
38703,1
38704,1
38912,208
38924,12
39073,149
39155,82
39184,29
39188,4
39189,1
39322,133
39422,100
39430,8
39432,2
39465,33
39475,10
39768,293
39934,166
39937,3
40173,236
40391,218
40569,178
40648,79
41075,427
41077,2
41316,239
41651,335
41656,5
41666,10
41801,135
41971,170
42104,133
42210,106
42211,1
42212,1
42227,15
42230,3
42231,1
42306,75
42484,178
42562,78
42568,6
42998,430
43261,263
43266,5
43267,1
43269,2
43270,1
43271,1
43274,3
44292,1018
44782,490
44881,99
45083,202
45089,6
45220,131
45349,129
45350,1
45360,10
45461,101
45598,137
45723,125
46055,332
46399,344
46738,339
47066,328
47137,71
47313,176
47739,426
47740,1
47850,110
47851,1
47859,8
47860,1
47862,2
47865,3
47876,11
47877,1
47878,1
47879,1
47880,1
47881,1
47882,1
47883,1
47885,2
48070,185
48085,15
48185,100
48340,155
48453,113
48525,72
48774,249
48842,68
49120,278
49274,154
49532,258
49606,74
49723,117
49724,1
49981,257
50069,88
50158,89
50160,2
50227,67
50264,37
50424,160
50462,38
50472,10
50995,523
51183,188
51282,99
51291,9
51426,135
51889,463
52107,218
52179,72
52246,67
52247,1
52536,289
52551,15
52649,98
52663,14
52748,85
52917,169
52998,81
53000,2
53392,392
53497,105
53505,8
53507,2
53909,402
54244,335
54310,66
54312,2
54662,350
54826,164
54834,8
54965,131
55046,81
55047,1
55048,1
55049,1
55165,116
55169,4
55625,456
55704,79
55722,18
56059,337
56195,136
56202,7
56391,189
56401,10
56667,266
56672,5
56701,29
56843,142
56848,5
57129,281
57486,357
57699,213
57700,1
57814,114
57960,146
57961,1
57962,1
57963,1
57964,1
57965,1
57973,8
58109,136
58332,223
58465,133
58518,53
58836,318
58839,3
59028,189
59139,111
59246,107
59362,116
59897,535
59898,1
60159,261
60170,11
60269,99
60394,125
60396,2
60565,169
61525,960
61677,152
61818,141
62442,624
62599,157
62716,117
62828,112
62966,138
62976,10
63076,100
63183,107
63184,1
63185,1
63186,1
63188,2
63783,595
63785,2
63786,1
63787,1
63930,143
64232,302
64233,1
64279,46
64321,42
64333,12
64337,4
64442,105
64547,105
64640,93
65561,921
65827,266
66416,589
66919,503
67668,749
67673,5
67814,141
67829,15
67830,1
67831,1
68281,450
68385,104
68503,118
69159,656
69556,397
69813,257
70520,707
71105,585
71109,4
71185,76
71187,2
71188,1
71190,2
71223,33
71320,97
71467,147
72248,781
72249,1
72250,1
72251,1
72254,3
72255,1
72256,1
72822,566
73327,505
73564,237
73987,423
73991,4
74267,276
74269,2
74588,319
74743,155
74822,79
75895,1073
75896,1
76178,282
76183,5
76186,3
76827,641
76839,12
78253,1414
78414,161
78643,229
78932,289
79997,1065
80219,222
80589,370
80858,269
81158,300
81159,1
81165,6
81810,645
82063,253
82077,14
82083,6
82358,275
82480,122
82768,288
82936,168
84299,1363
84903,604
85012,109
85013,1
85536,523
86205,669
86210,5
86583,373
86812,229
86813,1
86921,108
89513,2592
89715,202
89721,6
90310,589
90312,2
91085,773
91189,104
91193,4
91572,379
91637,65
92189,552
92401,212
92773,372
92887,114
93104,217
93311,207
93422,111
93490,68
93787,297
93789,2
94107,318
94238,131
94302,64
94303,1
94368,65
94496,128
94578,82
95221,643
95607,386
96467,860
96581,114
96583,2
96805,222
96870,65
96874,4
97140,266
97149,9
97230,81
97471,241
97482,11
97628,146
97691,63
97760,69
97941,181
98306,365
98424,118
98492,68
98623,131
98793,170
98934,141
99564,630
99565,1
99683,118
99684,1
99825,141
99827,2
99828,1
99830,2
99832,2
99893,61
